time,S,Z,R,I
1359,259,48,49,2
1360,259,48,49,2
1361,259,48,49,2
1362,259,48,49,2
1363,260,48,49,2
1364,260,48,49,2
1365,260,48,49,2
1366,260,48,49,2
1367,261,48,49,2
1368,261,48,49,2
1369,261,48,49,2
1370,261,48,49,2
1371,261,48,49,2
1372,261,48,49,2
1373,261,48,49,2
1374,262,48,49,2
1375,264,48,49,2
1376,264,48,49,2
1377,263,48,49,2
1378,264,48,49,2
1379,265,48,49,2
1380,265,48,49,2
1381,266,48,49,2
1382,266,48,49,2
1383,266,48,49,2
1384,266,48,49,2
1385,267,48,49,2
1386,267,48,49,2
1387,267,48,49,2
1388,267,48,49,2
1389,268,48,49,2
1390,269,48,49,2
1391,269,48,49,2
1392,269,48,49,2
1393,271,48,49,2
1394,271,48,49,2
1395,271,48,49,2
1396,273,49,49,2
1397,273,49,49,2
1398,273,49,49,2
1399,273,49,49,2
1400,273,49,49,2
1401,273,49,49,2
1402,273,49,49,2
1403,273,49,49,2
1404,274,49,49,2
1405,275,49,49,2
1406,276,49,49,2
1407,276,49,49,2
1408,276,49,49,2
1409,277,49,49,2
1410,278,49,49,2
1411,278,49,49,2
1412,278,49,49,2
1413,279,49,49,2
1414,279,49,49,2
1415,280,49,49,2
1416,280,49,49,2
1417,280,49,49,2
1418,282,49,49,2
1419,282,49,49,2
1420,283,49,49,2
1421,283,49,49,2
1422,283,49,49,2
1423,284,49,49,2
1424,284,49,49,2
1425,284,49,49,2
1426,284,49,49,2
1427,287,49,49,2
1428,287,49,49,2
1429,287,49,49,2
1430,287,49,49,2
1431,289,49,49,2
1432,289,49,49,2
1433,289,49,49,2
1434,289,49,49,2
1435,290,49,49,2
1436,290,49,49,2
1437,290,49,49,2
1438,290,49,49,2
1439,290,49,49,2
1440,291,49,49,2
1441,291,49,49,2
1442,291,49,49,2
1443,291,49,49,2
1444,291,49,49,2
1445,291,49,49,2
1446,293,49,49,2
1447,294,49,49,2
1448,294,49,49,2
1449,296,49,49,2
1450,297,49,49,2
1451,297,49,49,2
1452,299,49,49,2
1453,300,49,49,2
1454,300,49,49,2
1455,300,49,49,2
1456,302,49,49,2
1457,302,49,49,2
1458,304,49,49,2
1459,305,49,49,2
1460,306,49,49,2
1461,306,49,49,2
1462,306,49,49,2
1463,306,49,49,2
1464,307,49,49,2
1465,307,49,49,2
1466,309,49,49,2
1467,310,49,49,2
1468,310,49,49,2
1469,310,49,49,2
1470,310,49,49,2
1471,310,49,49,2
1472,311,49,49,2
1473,311,49,49,2
1474,311,49,49,2
1475,311,49,49,2
1476,313,49,49,2
1477,314,49,49,2
1478,314,49,49,2
1479,315,49,49,2
1480,316,49,49,2
1481,316,49,49,2
1482,317,49,49,2
1483,317,49,49,2
1484,318,49,49,2
1485,319,49,49,2
1486,319,49,49,2
1487,320,49,49,2
1488,321,49,49,2
1489,321,49,49,2
1490,321,49,49,2
1491,322,49,49,2
1492,322,49,49,2
1493,322,49,49,2
1494,322,49,49,2
1495,322,49,49,2
1496,322,49,49,2
1497,322,49,49,2
1498,322,49,49,2
1499,322,49,49,2
1500,322,49,49,2
1501,323,49,49,2
1502,323,49,49,2
1503,323,49,49,2
1504,324,49,49,2
1505,324,49,49,2
1506,324,49,49,2
1507,325,49,49,2
1508,325,49,49,2
1509,325,49,49,2
1510,325,49,49,2
1511,325,49,49,2
1512,326,49,49,2
1513,327,49,49,2
1514,327,49,49,2
1515,327,49,49,2
1516,328,49,49,2
1517,329,49,49,2
1518,330,49,49,2
1519,332,49,49,2
1520,332,49,49,2
1521,332,49,49,2
1522,332,49,49,2
1523,333,49,49,2
1524,333,49,49,2
1525,334,49,49,2
1526,334,49,49,2
1527,336,49,49,2
1528,337,49,49,2
1529,338,49,49,2
1530,338,49,49,2
1531,338,49,49,2
1532,338,49,49,2
1533,338,49,49,2
1534,339,49,49,2
1535,339,49,49,2
1536,340,49,49,2
1537,340,49,49,2
1538,342,49,49,2
1539,342,49,49,2
1540,342,49,49,2
1541,342,49,49,2
1542,342,49,49,2
1543,342,49,49,2
1544,342,49,49,2
1545,343,49,49,2
1546,343,49,49,2
1547,344,49,49,2
1548,344,49,49,2
1549,344,49,49,2
1550,344,49,49,2
1551,345,49,49,2
1552,346,49,49,2
1553,346,49,49,2
1554,346,49,49,2
1555,347,49,49,2
1556,348,49,49,2
1557,348,49,49,2
1558,348,49,49,2
1559,349,49,49,2
1560,349,49,49,2
1561,351,49,49,2
1562,352,49,49,2
1563,353,49,49,2
1564,353,49,49,2
1565,353,49,49,2
1566,354,49,49,2
1567,355,49,49,2
1568,358,49,49,2
1569,358,49,49,2
1570,360,49,49,2
1571,362,49,49,2
1572,362,49,49,2
1573,363,49,49,2
1574,363,49,49,2
1575,363,49,49,2
1576,363,49,49,2
1577,363,49,49,2
1578,364,49,49,2
1579,364,49,49,2
1580,365,49,49,2
1581,365,49,49,2
1582,365,49,49,2
1583,365,49,49,2
1584,366,49,49,2
1585,367,49,49,2
1586,367,49,49,2
1587,367,49,49,2
1588,367,49,49,2
1589,367,49,49,2
1590,369,49,49,2
1591,369,49,49,2
1592,369,49,49,2
1593,369,49,49,2
1594,370,49,49,2
1595,371,49,49,2
1596,372,49,49,2
1597,374,49,49,2
1598,374,49,49,2
1599,374,49,49,2
1600,374,49,49,2
1601,375,49,49,2
1602,375,49,49,2
1603,375,49,49,2
1604,376,49,49,2
1605,377,49,49,2
1606,377,49,49,2
1607,378,49,49,2
1608,379,49,49,2
1609,379,49,49,2
1610,379,49,49,2
1611,379,49,49,2
1612,380,49,49,2
1613,381,49,49,2
1614,381,49,49,2
1615,381,49,49,2
1616,381,49,49,2
1617,383,49,49,2
1618,384,49,49,2
1619,386,49,49,2
1620,386,49,49,2
1621,386,49,49,2
1622,387,49,49,2
1623,387,49,49,2
1624,387,49,49,2
1625,387,49,49,2
1626,387,49,49,2
1627,387,49,49,2
1628,388,49,49,2
1629,388,49,49,2
1630,388,49,49,2
1631,388,49,49,2
1632,389,49,49,2
1633,390,49,49,2
1634,391,49,49,2
1635,392,49,49,2
1636,392,49,49,2
1637,393,49,49,2
1638,393,49,49,2
1639,393,49,49,2
1640,394,49,49,2
1641,394,49,49,2
1642,394,49,49,2
1643,394,49,49,2
1644,394,49,49,2
1645,395,49,49,2
1646,396,49,49,2
1647,398,49,49,2
1648,399,49,49,2
1649,399,49,49,2
1650,399,49,49,2
1651,399,49,49,2
1652,399,49,49,2
1653,399,49,49,2
1654,399,49,49,2
1655,400,49,49,2
1656,400,49,49,2
1657,401,49,49,2
1658,401,49,49,2
1659,402,49,49,2
1660,404,49,49,2
1661,405,49,49,2
1662,405,49,49,2
1663,406,49,49,2
1664,406,49,49,2
1665,406,49,49,2
1666,407,49,49,2
1667,408,49,49,2
1668,408,49,49,2
1669,408,49,49,2
1670,409,49,49,2
1671,409,49,49,2
1672,410,49,49,2
1673,411,49,49,2
1674,412,49,49,2
1675,412,49,49,2
1676,413,49,49,2
1677,415,49,49,2
1678,417,49,49,2
1679,417,49,49,2
1680,419,49,49,2
1681,421,49,49,2
1682,421,49,49,2
1683,421,49,49,2
1684,421,49,49,2
1685,421,49,49,2
1686,421,49,49,2
1687,421,49,49,2
1688,422,49,49,2
1689,423,49,49,2
1690,424,49,49,2
1691,425,49,49,2
1692,426,49,49,2
1693,426,49,49,2
1694,427,49,49,2
1695,431,49,49,2
1696,432,49,49,2
1697,432,49,49,2
1698,432,49,49,2
1699,434,49,49,2
1700,434,49,49,2
1701,434,49,49,2
1702,437,49,49,2
1703,438,49,49,2
1704,438,49,49,2
1705,439,49,49,2
1706,439,49,49,2
1707,439,49,49,2
1708,439,49,49,2
1709,439,49,49,2
1710,439,49,49,2
1711,439,49,49,2
1712,439,49,49,2
1713,439,49,49,2
1714,439,49,49,2
1715,440,49,49,2
1716,442,49,49,2
1717,442,49,49,2
1718,443,49,49,2
1719,443,49,49,2
1720,443,49,49,2
1721,445,49,49,2
1722,446,49,49,2
1723,446,49,49,2
1724,446,49,49,2
1725,446,49,49,2
1726,447,49,49,2
1727,447,49,49,2
1728,447,49,49,2
1729,447,49,49,2
1730,449,49,49,2
1731,449,49,49,2
1732,449,49,49,2
1733,450,49,49,2
1734,452,49,49,2
1735,452,49,49,2
1736,452,49,49,2
1737,452,49,49,2
1738,453,49,49,2
1739,453,49,49,2
1740,454,49,49,2
1741,454,49,49,2
1742,454,49,49,2
1743,455,49,49,2
1744,455,49,49,2
1745,455,49,49,2
1746,455,49,49,2
1747,455,49,49,2
1748,458,49,49,2
1749,459,49,49,2
1750,460,49,49,2
1751,462,49,49,2
1752,462,49,49,2
1753,463,49,49,2
1754,464,49,49,2
1755,464,49,49,2
1756,464,49,49,2
1757,464,49,49,2
1758,464,49,49,2
1759,467,49,49,2
1760,467,49,49,2
1761,467,49,49,2
1762,467,49,49,2
1763,467,49,49,2
1764,467,49,49,2
1765,467,49,49,2
1766,467,49,49,2
1767,469,49,49,2
1768,469,49,49,2
1769,469,49,49,2
1770,469,49,49,2
1771,469,49,49,2
1772,469,49,49,2
1773,470,49,49,2
1774,470,49,49,2
1775,470,49,49,2
1776,472,49,49,2
1777,472,49,49,2
1778,475,49,49,2
1779,476,49,49,2
1780,476,49,49,2
1781,477,49,49,2
1782,478,49,49,2
1783,478,49,49,2
1784,479,49,49,2
1785,480,49,49,2
1786,482,49,49,2
1787,482,49,49,2
1788,482,49,49,2
1789,483,49,49,2
1790,484,49,49,2
1791,486,49,49,2
1792,487,49,49,2
1793,487,49,49,2
1794,490,49,49,2
1795,491,49,49,2
1796,493,49,49,2
1797,493,49,49,2
1798,494,49,49,2
1799,494,49,49,2
1800,495,49,49,2
1801,495,49,49,2
1802,496,49,49,2
1803,496,49,49,2
1804,496,49,49,2
1805,496,49,49,2
1806,496,49,49,2
1807,496,49,49,2
1808,496,49,49,2
1809,498,49,49,2
1810,500,49,49,2
1811,502,49,49,2
1812,502,49,49,2
1813,502,49,49,2
1814,502,49,49,2
1815,503,49,49,2
1816,504,49,49,2
1817,504,49,49,2
1818,505,49,49,2
1819,505,49,49,2
1820,507,49,49,2
1821,507,49,49,2
1822,507,49,49,2
1823,509,49,49,2
1824,510,49,49,2
1825,511,49,49,2
1826,511,49,49,2
1827,512,49,49,2
1828,514,49,49,2
1829,515,49,49,2
1830,516,49,49,2
1831,518,49,49,2
1832,518,49,49,2
1833,518,49,49,2
1834,519,49,49,2
1835,519,49,49,2
1836,520,49,49,2
1837,520,49,49,2
1838,520,49,49,2
1839,520,49,49,2
1840,521,49,49,2
1841,522,49,49,2
1842,524,49,49,2
1843,526,49,49,2
1844,527,49,49,2
1845,528,49,49,2
1846,528,49,49,2
1847,528,49,49,2
1848,528,49,50,2
1849,529,49,50,2
1850,531,49,50,2
1851,532,49,50,2
1852,531,49,50,2
1853,531,49,50,2
1854,531,50,50,2
1855,530,50,50,2
1856,532,50,50,2
1857,533,50,50,2
1858,533,50,50,2
1859,534,50,50,2
1860,536,50,50,2
1861,536,51,50,2
1862,537,51,50,2
1863,538,51,50,2
1864,539,52,50,2
1865,540,52,50,2
1866,540,52,50,2
1867,539,52,50,2
1868,539,52,50,2
1869,538,52,50,2
1870,539,52,50,2
1871,539,52,50,2
1872,540,52,50,2
1873,541,52,50,2
1874,545,52,50,2
1875,547,52,50,2
1876,548,52,51,2
1877,551,51,52,2
1878,551,51,52,2
1879,549,51,52,2
1880,549,51,52,2
1881,549,51,52,2
1882,549,51,52,2
1883,551,51,52,2
1884,553,51,52,2
1885,553,51,52,2
1886,552,51,52,2
1887,553,51,52,2
1888,553,51,53,2
1889,555,51,53,2
1890,554,51,53,2
1891,556,51,53,2
1892,556,51,53,2
1893,557,51,53,2
1894,558,51,53,2
1895,558,51,53,2
1896,558,51,53,2
